ChEMBL_ID,pKi,MolWt,LogP,TPSA,HBD,HBA,RotatableBonds,AromaticRings,HeavyAtoms,NumRings,NumSaturatedRings,NumAliphaticRings,MolMR,NumCarbons,NumNitrogens,NumOxygens,NumFluorines,NumHalogens
CHEMBL3126732,6.36,297.467,4.5088000000000035,12.03,1,2,8,2,21,3,1,1,92.77870000000004,19,1,0,0,2
CHEMBL3126733,6.51,299.483,4.898900000000004,12.03,1,2,9,2,21,2,0,0,94.96270000000005,19,1,0,0,2
CHEMBL3126734,6.53,361.5540000000001,5.731600000000006,12.03,1,2,10,3,26,3,0,0,114.81770000000003,24,1,0,0,2
CHEMBL3126735,6.94,397.53400000000005,6.009800000000005,12.03,1,2,10,3,28,3,0,0,114.73370000000004,24,1,0,2,4
CHEMBL3126736,6.21,519.3460000000001,7.256600000000005,12.03,1,2,10,3,28,3,0,0,130.21769999999998,24,1,0,0,4
CHEMBL3126737,5.96,259.374,2.4834000000000005,49.08,1,2,5,2,18,2,0,0,76.79080000000003,15,1,1,0,3
CHEMBL3126738,6.23,457.2310000000001,5.560400000000004,29.1,1,2,7,2,23,2,0,0,105.88570000000003,18,1,1,0,5
CHEMBL3126739,4.87,311.45000000000016,4.035400000000003,29.1,1,2,7,2,22,3,1,1,92.91870000000006,19,1,1,0,3
CHEMBL3126740,5.17,347.43000000000006,4.313600000000004,29.1,1,2,7,2,24,3,1,1,92.83470000000004,19,1,1,2,5
CHEMBL3126741,6.01,469.24200000000013,5.560400000000004,29.1,1,2,7,2,24,3,1,1,108.31870000000005,19,1,1,0,5
CHEMBL3126742,4.63,313.466,4.425500000000003,29.1,1,2,8,2,22,2,0,0,95.10270000000004,19,1,1,0,3
CHEMBL3126743,5.19,349.446,4.703700000000004,29.1,1,2,8,2,24,2,0,0,95.01870000000004,19,1,1,2,5
CHEMBL3126744,6.14,471.25800000000004,5.950500000000004,29.1,1,2,8,2,24,2,0,0,110.50270000000005,19,1,1,0,5
CHEMBL3126745,5.7,375.5370000000002,5.258200000000005,29.1,1,2,9,3,27,3,0,0,114.95770000000005,24,1,1,0,3
CHEMBL3126746,6.36,411.5170000000001,5.536400000000005,29.1,1,2,9,3,29,3,0,0,114.87370000000003,24,1,1,2,5
CHEMBL3126747,6.65,444.4270000000002,6.565000000000006,29.1,1,2,9,3,29,3,0,0,124.97770000000003,24,1,1,0,5
CHEMBL3126748,4.91,257.358,2.994500000000002,43.09,1,2,5,2,18,2,0,0,76.37940000000003,15,1,1,0,3
CHEMBL3126749,6.56,326.24800000000005,4.301300000000002,43.09,1,2,5,2,20,2,0,0,86.39940000000003,15,1,1,0,5
CHEMBL3126750,4.71,271.38500000000005,3.255200000000002,29.1,1,2,5,2,19,2,0,0,81.25170000000004,16,1,1,0,3
CHEMBL3126751,5.38,340.2750000000001,4.562000000000003,29.1,1,2,5,2,21,2,0,0,91.27170000000002,16,1,1,0,5
CHEMBL3126752,5.52,429.1770000000001,4.780200000000003,29.1,1,2,5,2,21,2,0,0,96.65170000000002,16,1,1,0,5
CHEMBL3126753,5.08,297.423,3.8114000000000026,29.1,1,2,7,2,21,2,0,0,90.39170000000004,18,1,1,0,3
CHEMBL3126754,4.68,299.439,4.035400000000003,29.1,1,2,7,2,21,2,0,0,90.48570000000005,18,1,1,0,3
CHEMBL3126755,4.93,335.41900000000004,4.313600000000004,29.1,1,2,7,2,23,2,0,0,90.40170000000003,18,1,1,2,5
CHEMBL3126756,5.91,368.32900000000006,5.342200000000004,29.1,1,2,7,2,23,2,0,0,100.50570000000002,18,1,1,0,5
CHEMBL3349204,5.63,371.4270000000001,4.612700000000005,29.540000000000003,0,2,4,2,27,4,2,2,98.08000000000004,22,1,2,2,5
CHEMBL3889802,7.48,460.64300000000037,4.301700000000004,46.61,0,3,9,3,33,4,1,1,135.51939999999996,28,2,2,0,5
CHEMBL3890247,8.46,462.6590000000002,3.7459000000000033,49.769999999999996,1,4,10,3,33,4,1,1,136.7691999999999,28,2,2,0,5
CHEMBL3890835,7.42,496.6230000000004,4.579900000000004,46.61,0,3,9,3,35,4,1,1,135.43539999999993,28,2,2,2,7
CHEMBL3894678,8.5,446.6600000000002,4.775100000000005,29.54,0,3,10,3,32,4,1,1,135.37939999999995,28,2,1,0,4
CHEMBL3895932,7.41,522.5830000000002,5.639500000000005,29.54,0,3,8,3,36,4,1,1,130.8134,27,2,1,5,9
CHEMBL3899193,7.33,444.64400000000035,5.286200000000005,23.550000000000004,0,3,9,3,32,4,1,1,134.96799999999996,28,2,1,0,4
CHEMBL3899819,6.55,420.52500000000015,3.3571000000000017,46.61,0,3,7,2,29,3,1,1,110.96340000000006,22,2,2,2,7
CHEMBL3900352,6.39,455.45100000000014,3.829900000000002,49.769999999999996,1,4,8,2,29,3,1,1,122.31720000000003,22,2,2,0,7
CHEMBL3904892,7.57,454.5860000000001,4.620700000000004,29.54,0,3,8,3,32,4,1,1,125.81140000000005,26,2,1,2,6
CHEMBL3907263,8.3,456.57700000000017,5.744300000000006,6.48,0,3,8,3,32,4,1,1,125.21800000000003,26,2,0,3,6
CHEMBL3908243,6.67,420.52500000000015,3.312400000000002,43.78,1,4,7,2,29,3,1,1,111.80180000000004,22,2,2,2,7
CHEMBL3909363,8.17,482.6400000000001,5.008600000000005,26.71,1,4,10,3,34,4,1,1,136.13379999999995,28,2,1,2,6
CHEMBL3913879,6.2,386.56100000000015,2.5231000000000003,49.769999999999996,1,4,8,2,27,3,1,1,112.29720000000005,22,2,2,0,5
CHEMBL3916231,7.78,406.54200000000014,3.7858000000000036,26.71,1,4,8,2,28,3,1,1,111.66180000000006,22,2,1,2,6
CHEMBL3916742,5.86,469.4340000000002,3.3565000000000023,66.84,1,4,7,2,30,3,1,1,122.45720000000001,22,2,3,0,8
CHEMBL3918282,8.6,498.63900000000024,4.024100000000003,49.769999999999996,1,4,10,3,35,4,1,1,136.68519999999992,28,2,2,2,7
CHEMBL3923939,8.02,472.57600000000014,4.759800000000005,29.54,0,3,8,3,33,4,1,1,125.76940000000005,26,2,1,3,7
CHEMBL3925079,6.12,436.52400000000017,2.3279000000000005,66.84,1,4,7,2,30,3,1,1,112.35320000000004,22,2,3,2,8
CHEMBL3927228,7.54,480.6240000000003,5.564400000000006,23.550000000000004,0,3,9,3,34,4,1,1,134.88399999999996,28,2,1,2,6
CHEMBL3931765,6.54,422.54100000000017,2.8013000000000012,49.769999999999996,1,4,8,2,29,3,1,1,112.21320000000006,22,2,2,2,7
CHEMBL3931813,7.71,473.0320000000001,6.258600000000006,6.48,0,3,8,3,32,4,1,1,130.26999999999998,26,2,0,2,6
CHEMBL3935199,8.13,438.5870000000001,5.605200000000006,6.48,0,3,8,3,31,4,1,1,125.26000000000005,26,2,0,2,5
CHEMBL3936184,6.56,404.5260000000001,4.341600000000004,23.55,0,3,7,2,28,3,1,1,110.41200000000006,22,2,1,2,6
CHEMBL3941865,8.54,482.6400000000002,5.0533000000000055,29.54,0,3,10,3,34,4,1,1,135.29539999999997,28,2,1,2,6
CHEMBL3944169,7.3,370.5620000000001,3.5076000000000027,26.71,1,4,8,2,26,3,1,1,111.74580000000005,22,2,1,0,4
CHEMBL3944646,7.25,503.01400000000035,4.800700000000004,46.61,0,3,7,3,34,4,1,1,130.9614,26,2,2,2,8
CHEMBL3950591,6.84,439.4520000000001,4.814400000000005,26.71,1,4,8,2,28,3,1,1,121.76580000000003,22,2,1,0,6
CHEMBL3952924,8.45,430.6610000000002,5.759600000000006,6.48,0,3,10,3,31,4,1,1,134.82799999999995,28,2,0,0,3
CHEMBL3957984,7.27,470.56000000000023,5.2709000000000055,23.550000000000004,0,3,7,3,33,4,1,1,125.35800000000005,26,2,1,3,7
CHEMBL3959292,7.58,506.5840000000001,6.624000000000007,6.48,0,3,8,3,35,4,1,1,130.26199999999997,27,2,0,5,8
CHEMBL3961296,6.04,453.4350000000002,4.341000000000005,43.78,1,4,7,2,29,3,1,1,121.90580000000001,22,2,2,0,7
CHEMBL3965237,8.35,466.6410000000001,6.037800000000006,6.48,0,3,10,3,33,4,1,1,134.74399999999994,28,2,0,2,5
CHEMBL3970990,7.13,486.5590000000003,4.286400000000004,46.61,0,3,7,3,34,4,1,1,125.90940000000005,26,2,2,3,8
CHEMBL3971463,8.12,489.03100000000023,5.274100000000005,29.54,0,3,8,3,33,4,1,1,130.8214,26,2,1,2,7
CHEMBL3979186,7.23,487.0150000000002,5.785200000000006,23.550000000000004,0,3,7,3,33,4,1,1,130.41,26,2,1,2,7
CHEMBL3979590,8.6,446.6600000000001,4.730400000000005,26.71,1,4,10,3,32,4,1,1,136.21779999999993,28,2,1,0,4
CHEMBL4062435,7.92,400.51300000000015,4.627800000000004,15.71,0,3,7,2,29,4,2,2,110.82000000000006,24,2,1,2,5
CHEMBL4063396,7.16,504.5520000000002,6.883800000000006,38.5,0,4,6,4,37,6,2,2,133.34399999999997,30,2,2,3,7
CHEMBL4063478,7.27,486.6030000000003,4.838700000000004,64.79,1,5,9,2,35,4,2,2,130.58540000000002,28,2,3,2,7
CHEMBL4070531,7.87,426.5510000000003,5.039900000000006,15.71,0,3,8,2,31,4,2,2,119.89000000000007,26,2,1,2,5
CHEMBL4074774,7.22,486.5620000000002,6.744700000000006,38.5,0,4,6,4,36,6,2,2,133.38599999999997,30,2,2,2,6
CHEMBL4077089,7.92,455.5450000000003,5.265400000000005,38.77,0,4,8,2,33,5,3,3,120.49600000000005,27,1,3,2,6
CHEMBL4082578,7.97,439.5940000000002,5.125100000000005,18.509999999999998,1,3,7,2,32,5,3,3,124.60770000000005,27,3,0,2,5
CHEMBL4085035,7.18,521.0070000000002,7.398100000000007,38.5,0,4,6,4,37,6,2,2,138.3959999999999,30,2,2,2,7
CHEMBL4085107,7.58,544.6420000000003,6.579400000000006,54.56,1,4,9,4,40,6,2,2,149.77469999999977,33,2,3,2,7
CHEMBL4090416,7.84,399.52900000000017,4.200800000000003,18.509999999999998,1,3,7,2,29,4,2,2,112.87070000000007,24,3,0,2,5
CHEMBL4092855,7.68,413.55600000000015,4.622500000000004,41.29,2,3,7,2,30,4,2,2,117.13010000000006,25,3,0,2,5
CHEMBL4097211,7.76,443.53800000000024,3.387100000000001,67.59,2,5,8,2,32,4,2,2,118.87710000000006,25,3,2,2,7
CHEMBL4100591,7.88,440.5780000000002,5.552100000000006,15.71,0,3,7,2,32,5,3,3,122.55700000000006,27,2,1,2,5
CHEMBL4101457,7.03,500.5890000000002,7.053120000000007,38.5,0,4,6,4,37,6,2,2,138.1229999999999,31,2,2,2,6
